Utility to process github logs
Going to process projects/top_C++/folly/all_log_nomerge_function.txt 
---------- folly ------------

COMMIT: 03b14b9cb09c07e582c9671bbb0ba85a545522a6
COMMIT: 12f0c056b4f3ecdfaa4cb3f10ed0d5f133e91f75
COMMIT: 6546b7b9f673f3bb65fe429c2b1c8670a4502a51
COMMIT: 75aef07cbbc9112459c8b2a5b6ee4fdf6b2229ab
COMMIT: 312e745415d022744f0c464e7ab20643338fd17b
COMMIT: 5904c0ae09ef871328812d6eaed859b1b88796ef
COMMIT: cd338595aadfd2fa7b545a7507ecdb59b81e88ab
COMMIT: 23bf239f3c5930d3ff40b21d9195fa520a427abd
COMMIT: 82e3591a36262c575c2762d80d5d276e187208d7
COMMIT: df50885c695dc72d0897291c2deecd6c91f0395b
COMMIT: ad932c32057925606acb5156dd58e2626a8cccc3
COMMIT: a38fa2aa8ebd1863f8fce8f85bfdb2547b6d13ea
COMMIT: 7d1d6185e473b56c9e7421e2e65cea54436b576d
COMMIT: 8c12e8e566b8f10e3b009fd24f97b26fcd85372a
COMMIT: 4e907f707a04a334256b939acc6b810c0b882f86
COMMIT: d2c954b7c80b7c63880c3fde55028c169f553239
COMMIT: f8ff6ac066f98190941687aca357cba0985daf9c
COMMIT: d0b3afe2f9b3e99f84ec7683f03e58ee455a3825
COMMIT: 6031a6314c9369741c06c94f6c7b44ab62213a03
COMMIT: 0011d8a0631c54b05cd40f35f47b181109165e52
COMMIT: f706bdbd7f75c3da3d7984944d80b36c44ce8d55
COMMIT: 3e68d7b45c2fc6830deddb07ccbbc0bdca7aec03
COMMIT: 162c972335772b3e972fa63a7f4499ff066cd17b
COMMIT: a0a9fc4547c535b3bb0dd7192dc065ee1cedcc82
COMMIT: fa78ffbcc6956fbbc9ff95fbab27070ef6cfc6e2
COMMIT: 2355eee3c3dc8c7c7be50084bd6c3f1ae4d2917e
COMMIT: d3ceb2322e5e08df5150b531f550d54d650ab47c
COMMIT: 0e46cb95c1f764bdbf27716be873f7e1404f25bc
COMMIT: d8cd7bc7a0c011d81037317581727dc9de22e28f
COMMIT: 30d8a3d6880ed3c18c3b4cd49debf832a6bd6902
COMMIT: f22baf0e9594d15052564d8fe9823d457af10377
COMMIT: a01ba2448a45540caef38de902a316b2ac18c4ee
COMMIT: b927c0557670eee673ca64a782d58d23bd1dab5b
COMMIT: e426c673e9cf39a1cf9011bebbee540b775a0911
COMMIT: d887f51c7edaa2d330312957662e89ec89ce4e2b
COMMIT: 8e2ec4c39710bf7012ddc69ae3cc55ed45ccd90c
COMMIT: 51026ab6092a4bd8d7dc295d4b19245d63babdc6
COMMIT: d2eda017c492baf468ea9cd51d5618d56b6ca900
COMMIT: 69befbf8072196103046f8a49fce7547310508fa
COMMIT: 585616f77aaa2bbd7a8296f2df839f188e3408b8
COMMIT: f697ba4934d867fb1a59a80650b3a8082659e976
COMMIT: 163a570ea0a11a82f1d81288f0314c9f4544cf0a
COMMIT: ec1a66c587f7b3223f154233874bd6db8a9a118f
COMMIT: 0978159b6279d9484a6612c5e46193376fd83820
COMMIT: 42caa0b1a3890bcf6b63de9c981bd1c88e02ace5
COMMIT: bd0960873af1941bc31d19a1a80a476fb01cfb31
COMMIT: 9c19d342f183828bdde591258cf00d6de0981dcb
COMMIT: 626aa2ddb890c1eb8ba1f3226d8f8641188e1280
COMMIT: 483f7edce871905077d99b975cf006db37e7114b
COMMIT: 5de6b4582e52ca6c224f364bc335c6a8161704c3
COMMIT: 965aa3eabc3dcf8695247c1237ab23d50eae4561
COMMIT: d2711b8a7416ea6d4fb17ce47e5a74f6ab78e0df
COMMIT: b6005aa33a79e11025582a80a1f35aa915e1c9b5
COMMIT: fe6985dd5fcf628083209274f0af8570556e96da
COMMIT: 773ee3cb6a4d52079e1efb8492354cc54bf6d813
COMMIT: 3ae1ec3c20ff7ec241ac20a1a89300128d08c1af
COMMIT: 62e15017ed5b871521ad8d89cdb37a91e7401604
COMMIT: 8cb809048541c6dc06224bb17e705cfbe76527d1
COMMIT: 0660730467aed8d55da69d5f1ec9c8a577ec4757
COMMIT: 714633903be94edc55af06571738d3ad0343b925
COMMIT: b2901a613fe98276fcbf265ed22f7fe8282cf673
COMMIT: 3fc4180172fb801a2be7522fe64a0f7746ce71b3
COMMIT: 75ad72b01bff0373837bb14fb83a201dc9fc5a1a
COMMIT: 13dda79bc84d292539fbcb8608d2784838a40ffc
COMMIT: 43989f9df882e5f2fb8c33800c29c596f2e61ce6
COMMIT: cb2fe8d01f9b3eb746a852cc96bc930287d95f68
COMMIT: 0ad80e7c9972eeebf4f5e32b98ed627e00fd978b
COMMIT: cecc9aaa38ead8b3ff42e7644a4a6764037cd3c9
COMMIT: 3e3afca6d0979b6ff45aa18b04b2d803e8f2d258
COMMIT: 77c9cc673969bb90e92b13b505d38164249dd024
COMMIT: 397a944bf9c0621a3b1b94f90efb7d0a60513ef0
COMMIT: 133fc50c97e7d3d81855fb9fedf034b1ad056feb
COMMIT: bf0d21438a2bccef4d851f12bd90e6cb371be22f
COMMIT: 3e447ce40b23c86a6bca8cbaa91e32530962486b
COMMIT: 014ffabd11e01c1653fb5d2a1d6a83dda138ad76
COMMIT: 0dee3980b059a6ea4cd8163fcdc41d52741ef1aa
COMMIT: 71b9182494ea9813ad4945915b673c5b04c3d8ee
COMMIT: 87a4b661d610545a18f8d743c5d7b5df1c6bcfcd
COMMIT: 278d263c9532dabb110dcfc74a50fdc92256d101
COMMIT: 4abb466901ce3fa3cc0b1f446f8f7a1bb67e715f
COMMIT: 3e3b5e3566a9036fd86525d62a9ad110e72861b7
COMMIT: db66df3bcee0c6b8fdc9f94879efa805e4001d83
COMMIT: 5333a9145877c6ea78ab9a47b3cafc60c8237ece
COMMIT: efecbe5fbf3cedbb7b22431a8764469d064a251f
COMMIT: f6da18f2c3876b2476ff0390e5d4e1170e385ba4
COMMIT: 816b97a7f02a564496b63252642acea109b38360
COMMIT: e3d118ed26f9720e22201f834be480642975a30e
COMMIT: 4cc84128538768f9a1ee2d1dfb51400e9f94fd88
COMMIT: c2a600499b4716a9f495427cd7012fa741d94df0
COMMIT: ae823da9fa80e7bb0db65b758073997707629895
COMMIT: 66047c6ab0f4b6cbd083d76021cfafef3f8e4c7a
COMMIT: aae7c5b3cd843fcd57cedf2558204c7c994353e8
COMMIT: 383ffb3428e8b4f4963b7711b6ecd7ed4a17c228
COMMIT: efca08ae72f06fb6d2ba6941600f459d3e7bcc62
COMMIT: 5924c69c7c9839825554c8d5723644ce36f6a4e7
COMMIT: 905b5c10e074fe9b35e21e848cb1b29f6f663fb3
COMMIT: 349834b34a3e048e7a6064f6a7036ae16e780db7
COMMIT: 82bb86218da48157b405b3eacb916bb4acaf11f3
COMMIT: e87194b349a6dc0c584911945f6f41dcbaa32b6b
COMMIT: 77590b52456468d6e29ace19cae6b8f6162c6cdd
COMMIT: 321807e1014b6b5cf8bbf68e21cb8fb996ab361b
COMMIT: 47e8b72f38b34ed2720ccbd52a8ed097f8653560
COMMIT: d08270e6cbc374ef67b55f21beed0cfcc359d0e1
COMMIT: 7bbdffca8c07075f3bdb7f56c62484c3f081a551
COMMIT: bc8478090c5c2491c2da836c236d78b1a561c195
COMMIT: 66a076400edfc7cd1dd0b5de178b0c2f29660557
COMMIT: 1f6e3142e942cd01fa6eb07f2eb2613f31f5e941
COMMIT: 6b9d347fc4029627327aa53f3f99d1055e987746
COMMIT: 3f1791690d3813b4e16c0b1249b29ce9a2406574
COMMIT: afe8b202c62302cdbb4b9249db900f79e6d57c53
COMMIT: 0f3fabf1cf27e30ea892b37066f8f400025b319b
COMMIT: 42ab246273a3c4f63b3645207818d0ea698eadc0
COMMIT: a0359850fd45080ff0862ca0a11884efb424d7d2
COMMIT: 275ca94d04e44f28cfa411668eb1c1dd8db90b80
COMMIT: 1a61493fec7ca4d8d64e8325ba7bbe82fa78116a
COMMIT: 74651ade10a241046ff85206acf77010edffc039
COMMIT: 1cb4f91b8870c5dd1dfb7ac515f081a522b19be8
COMMIT: 0f6e30432ea98c2ef4542499a8cfe6181d1ace24
COMMIT: e58f1ced4f8d7a078ae1429ea4bf025898126909
COMMIT: a5709e63e29cd69e4de3e9f463747da9b644844c
COMMIT: 2d16074880202b414b7c6351a24590fcc9bd7026
COMMIT: da22f9c3d4c80529d14ce8e192dcabf56709cc20
COMMIT: 832c3155276738e038fbaef30d140c56d8e6c919
COMMIT: 5f2d43af2cd1c51ddef0ee3cf90bad2e5d2bb769
COMMIT: 2f3b69cc03f35a021614cfd14c9dd43f9ebc915e
COMMIT: 215e906491aa017e3a46610aa8efc204bbc92dd3
COMMIT: 68e16148ecfe41a09f6d3e534368a4d4546e071a
COMMIT: d80b76c761f11142527175473aa70625b6413a04
COMMIT: fc6f0a5fcaf2f3a08395d73e8cef955b00fe7c5d
COMMIT: 5e32096ce48bc300b14e95b11f5f09df7e3e5b13
COMMIT: 0fd618d490aa1bf59d1b75e81b7615561e20c46c
COMMIT: 37dd79a6f610efbb8932b2d2ed52339ed4fe7baf
COMMIT: 59e4f0d059f214f8aa185517551fdb99511fece0
COMMIT: 42f4cd7c92f086c89440f6adf47c5bef34e080bb
COMMIT: 8f54229a1eed38d3038d580d3e504b5f092a55b3
COMMIT: 5d1db31bc0a281d695a1366b3193566c3476968c
COMMIT: b35c3434677866f744d679f09a8429f86aba12a2
COMMIT: 753e1e5a28120608b4be24003039e85b8f58bebd
COMMIT: f30a65d286f9668ca3f3cc69200cab519f083a38
COMMIT: 82b788f506cb45e44921c42337efb93e4bfe3656
COMMIT: 2b4d1dea72dda8611716b987b60038fe34460a86
COMMIT: cb2d6c84271625f02f00df178688113d2ea1e336
COMMIT: a3259f635f9b2fb5a109672c0f16d4a497fa3b67
COMMIT: bb4612a0129615428e65400898cce618cd89eb1a
COMMIT: 0234d5d11585e5e1a3c76a7ea5e99c3d925a06ca
COMMIT: ccb229d557f1d137473bd256739b379ffdd139e8
COMMIT: 09430395fd7dea427c75af131b08bba8c5136535
COMMIT: 96242018c6e9355fb083983c2118ff27ea182eba
COMMIT: c7c65f54afa6e0927c1a9a5ee818a79de337151a
COMMIT: c3ca39e2cdd69292f281c9ef09a8b225f72cfc87
COMMIT: c2c47da2bc90ddc852cc102aaad562cb15229479
COMMIT: 3f653ebe55bdce6745e99a3df91489a6fcaea5a0
COMMIT: 117c33c3875216ef925c214bca91e362180a7ccc
COMMIT: 01d474dfa5e3e5f9f3c471b3ad0b74be1b04cdbb
COMMIT: 6a9fa4cf60c50dbc935051ab2e5273771e5010bb
COMMIT: 01734a1ca5c48f991618b53fa2bf0b9dda070362
COMMIT: 7191014ded8b1b6f5dffff9628f371288127e316
COMMIT: d8bc4210d2feacbe01a24cd4fe2ad38a9c966dc8
COMMIT: e1c576b407c95030c8d1a063bebd27dd6dc89980
COMMIT: 9f502239a326050b68dc2fbd92bde579289b89fd
COMMIT: 8f7c257f327879b2cf824007958e33bd35347de4
COMMIT: a11dc9b7dfda07a11b702ef27578feb391caf811
COMMIT: 2657ebb5d381d1c1fbf064febf10c798d77402c3
COMMIT: 4d8972762cf80ae40074ca1ab9e3f8af6d9fa5d4
COMMIT: 5569e6fa6061fdeb6c3c95ac4fe6d2fc9e4df7b6
COMMIT: b2f445a27494e122632e7987d7171b7b33fed9fb
COMMIT: 777002cbfacc305ac58b31e8abe64ed1f032ebbc
COMMIT: 75d52926e0368733c79b55def0801dba6e41ea5e
COMMIT: 2aa1ef48260d62982e1f27e265df240e5e8e154b
COMMIT: 1474b1094e2fe882d0c4b3f792ce5a0f7408b871
COMMIT: 7eaace048e3925a712e6a39c2e3d91e32b0cdc9a
COMMIT: 5079904b440139c731e3d79fc39c802748ae9448
COMMIT: 31d4d5d6bddb9eddb275b7415ad36866905a1660
COMMIT: b674132278a2b2b5e49a75d49bf8f8c9cc47ddad
COMMIT: dc64cee6a121dd91f5e992c86b0db184b8220b98
COMMIT: eaed836c67e85c52837c9b78411db8c80228ce43
COMMIT: c7e6c224e1ca2fa9e27344acce8fe156c3435ed0
COMMIT: d10d3c88717a0c51bf3ccc75c20ff8cd78e8919f
COMMIT: 2006de6b393b3e22889c3c22e10e09e79733574b
COMMIT: e7e16f3d559015083a62f1343dcc90c04a9e88f2
COMMIT: ad4a9ff72a9bc385a01f075f977f29eb805fd127
COMMIT: d8386e3435de6422c2bac847410dcadb98288c6c
COMMIT: 46fd8dca2750d9064e85f7c593d89d4fe7e4e079
COMMIT: e34cac0505dc52c14675c1f07a8c37b0154530ec
COMMIT: 32ab0252eb4d382896575ba2ae69f8ac41030005
COMMIT: 4bffc7589f7bb66aa8ab0dbf1e5d39840daf6121
COMMIT: 1219e49411f20b15f0d577375891d5d20a20e254
COMMIT: b446406a8ccf21b640d1359aee0e9f285a87245c
COMMIT: ba7fdc792ce8168962af15ba20a1eef00c1ea7ce
COMMIT: 173044e4ea34f4bd3fe927359f73c5649a02436f
COMMIT: ba2435923724278b39ed9306803264874584e66f
COMMIT: ec9fc0c64acbd214af4f170061e3e9ff3ff6274b
COMMIT: 297902cc56497f15901c322bf7f5dfc9b6cffd17
COMMIT: d6415c69d589b71dc148564f465d4f101ff0711f
COMMIT: 0598f628ecebc247ee37a7f566aea9c914045d26
COMMIT: 7b5d03d60aaeeb217fb33d3d3f9be24cc3d0b6b9
COMMIT: fcccccc25b83981675b9a2c61b13a8b5a8e5257d
COMMIT: 6c5fcdd08180e421fefef67d7915c2d9249f16d2
COMMIT: a803ace46cb1d6e2a388bf987331d0645b77730f
COMMIT: 80702b5d1ad84dd21cfa7c023810ec2c36991307
COMMIT: 32fc2d57869330179121f84b3a74aa44227cc5f5
COMMIT: 5d8f3bcea827a44f64ce2b800427f4ee611a27cf
COMMIT: c4a221ce754b643ce89ce853f1bb3edbc603a735
COMMIT: c182b25f363bd80a8043d8616dec9dff8cf8736b
COMMIT: 6bc074de9d393058f09b77eca008564ac06fa504
COMMIT: 8c74c8066767b4061c2a5d97b615a2c05e7c8394
COMMIT: ca71b787508ff68e25dfdf0e762d8a8722573141
COMMIT: d6c0e8e7294cb3a5c259153ab13d080c30bf8035
COMMIT: ebdc61b76ac0e37f44f334d863df872707b3487d
COMMIT: 9eeacede71b5094084492c2a817813007325bdb1
COMMIT: c8238d15ad6365cb1b051dc404b70992edba9401
COMMIT: c152d43dedf865196eb47c799c811ebcf4927188
COMMIT: 47768bc72a4083ca5400665cba3dceeeb937c71b
COMMIT: 7ea7f87039a235088aaca91b03ca3e12175c52a5
COMMIT: 72153cdf1d938ecad9f02bc23edcb84ea67d2731
COMMIT: 5667f45e4b2879ebb0d64418d82c0c2d5afc4204
COMMIT: 9f916e143c9efad2f24cf6b62c90c8ac7895f71b
COMMIT: 991a1d5e52b35c1ced25818ae7681f0cb69c76ba
COMMIT: 7660d85b9e902101b5415f618613adca5bd17f94
